,frame_num,true_targets,staticPd_detects,staticPd_targets_in_queue,staticPd_targets_displayed
0,83,4,5,5,5
1,84,4,5,5,5
2,85,4,5,5,5
3,86,4,5,5,5
4,87,4,5,5,5
5,88,4,6,5,5
6,89,4,4,5,5
7,90,4,5,5,5
8,91,4,5,6,6
9,92,4,6,4,4
10,93,4,5,4,4
11,94,4,7,5,5
12,95,4,4,5,5
13,96,4,4,5,5
14,97,5,6,5,5
15,98,5,6,5,5
16,99,5,4,4,4
17,100,5,4,4,4
18,101,5,4,4,4
19,102,5,7,7,7
20,103,5,4,4,4
21,104,5,4,4,4
22,105,4,3,4,4
23,106,4,3,3,3
24,107,4,3,3,3
25,108,4,4,4,4
26,109,4,4,4,4
27,110,4,4,4,4
