,frame_num,true_targets,dino_detects,dino_targets_in_queue,dino_targets_displayed
0,83,4,6,5,5
1,84,4,5,4,4
2,85,4,5,4,4
3,86,4,5,4,4
4,87,4,7,5,5
5,88,4,5,6,4
6,89,4,5,5,4
7,90,4,5,4,4
8,91,4,5,4,4
9,92,4,5,4,4
10,93,4,5,4,4
11,94,4,5,4,4
12,95,4,5,5,5
13,96,4,6,5,5
14,97,5,6,6,5
15,98,5,5,6,5
16,99,5,5,6,5
17,100,5,5,5,5
18,101,5,6,5,5
19,102,5,5,5,5
20,103,5,5,5,5
21,104,5,6,5,5
22,105,4,5,5,5
23,106,4,4,5,5
24,107,4,4,5,5
25,108,4,4,6,5
26,109,4,4,5,4
27,110,4,4,5,4
